School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
Capri Cosmetology Learning Centers,0.5805,0.1611,0.2148,0.0,0.0,0.0,0.0168,0.0067,0.0201,0.0302,0.9698,,,,,,1,3
St Paul's School of Nursing-Queens,0.1166,0.3547,0.1926,0.1368,0.0068,0.0101,0.0355,0.0,0.147,0.3209,0.6791,,,,,,2,3
Cayuga County Community College,0.7669,0.0794,0.0258,0.0077,0.0067,0.0005,0.0052,0.0129,0.0949,0.3883,0.6117,,,,,,2,1
Cazenovia College,0.6898,0.1079,0.062,0.0087,0.0087,0.0,0.0583,0.0,0.0645,0.2519,0.7481,,,,,,3,2
Central Yeshiva Tomchei Tmimim Lubavitz,0.8456,0.0,0.0,0.0,0.0,0.0,0.0,0.1544,0.0,1.0,0.0,,,,,,4,2
Circle in the Square Theatre School,0.6724,0.0345,0.1552,0.1034,0.0,0.0,0.0,0.0345,0.0,0.3103,0.6897,,,,,,1,2
Clarkson University,0.7901,0.0295,0.054,0.0379,0.0013,0.0003,0.0386,0.0255,0.0228,0.6938,0.3062,,,,,,4,2
Clinton Community College,0.6917,0.0437,0.0259,0.0082,0.0123,0.0014,0.0,0.0055,0.2115,0.4065,0.5935,,,,,,2,1
Cochran School of Nursing,0.2069,0.2759,0.3448,0.1034,0.0,0.0115,0.023,0.0,0.0345,0.092,0.908,,,,,,2,2
Colgate Rochester Crozer Divinity School,,,,,,,,,,,,,,,,,4,2
Colgate University,0.6538,0.0391,0.086,0.0506,0.0007,0.0017,0.0401,0.0948,0.0331,0.4474,0.5526,,,,,,4,2
Metropolitan College of New York,0.0559,0.5607,0.2796,0.0208,0.0048,0.0016,0.0383,0.0224,0.016,0.2987,0.7013,,,,,,4,2
Columbia University in the City of New York,0.3483,0.0667,0.1387,0.173,0.0044,0.0011,0.0529,0.181,0.0341,0.5203,0.4797,,,,,,4,2
Columbia-Greene Community College,0.7381,0.0969,0.0907,0.0196,0.0021,0.0,0.0371,0.0,0.0155,0.3722,0.6278,,,,,,2,1
Empire Beauty School-Queens,0.0593,0.4815,0.3111,0.037,0.0074,0.0,0.037,0.0,0.0667,0.0444,0.9556,,,,,,1,3
Concordia University-Nebraska,0.8048,0.028,0.0684,0.0066,0.0016,0.0016,0.0198,0.0214,0.0478,0.4794,0.5206,,,,,,4,2
Continental School of Beauty Culture-Rochester,0.4577,0.3557,0.1283,0.0379,0.0,0.0,0.0175,0.0,0.0029,0.0641,0.9359,,,,,,1,3
Cooper Union for the Advancement of Science and Art,0.3152,0.0462,0.1209,0.2393,0.0,0.0,0.0403,0.1623,0.0758,0.5853,0.4147,,,,,,4,2
Weill Medical College of Cornell University,,,,,,,,,,,,,,,,,4,2
Weill Medical College of Cornell University,,,,,,,,,,,,,,,,,4,2
SUNY Corning Community College,0.6696,0.0367,0.0316,0.0097,0.0036,0.0005,0.0224,0.0031,0.2228,0.4227,0.5773,,,,,,2,1
Pomeroy College of Nursing at Crouse Hospital,0.6111,0.0741,0.0139,0.0324,0.0046,0.0,0.0509,0.0,0.213,0.125,0.875,,,,,,2,2
Culinary Institute of America,0.4638,0.073,0.1564,0.0704,0.0053,0.003,0.0329,0.1451,0.0501,0.5056,0.4944,,,,,,4,2
CUNY Bernard M Baruch College,0.1987,0.0866,0.2558,0.3361,0.0013,0.0014,0.0215,0.0986,0.0,0.5346,0.4654,,,,,,4,1
CUNY Borough of Manhattan Community College,0.0907,0.2613,0.4435,0.1128,0.0033,0.0016,0.0214,0.0654,0.0,0.4316,0.5684,,,,,,2,1
CUNY Bronx Community College,0.0198,0.2736,0.6306,0.0309,0.0027,0.0012,0.0115,0.0298,0.0,0.4338,0.5662,,,,,,2,1
CUNY Brooklyn College,0.2779,0.1972,0.2503,0.2139,0.0021,0.0013,0.0247,0.0326,0.0,0.4331,0.5669,,,,,,4,1
College of Staten Island CUNY,0.4242,0.1375,0.2726,0.1136,0.0012,0.0013,0.0227,0.0269,0.0,0.4563,0.5437,,,,,,4,1
CUNY City College,0.1291,0.1516,0.3838,0.2472,0.0015,0.0014,0.0242,0.0612,0.0,0.4762,0.5238,,,,,,4,1
CUNY Graduate School and University Center,0.2116,0.2859,0.3153,0.1303,0.0022,0.0049,0.0285,0.0213,0.0,0.2823,0.7177,,,,,,4,1
CUNY Hostos Community College,0.0165,0.2726,0.6305,0.0275,0.0016,0.0014,0.0102,0.0397,0.0,0.3352,0.6648,,,,,,2,1
CUNY Hunter College,0.2098,0.0948,0.3211,0.2904,0.0017,0.0019,0.0271,0.0534,0.0,0.355,0.645,,,,,,4,1
CUNY John Jay College of Criminal Justice,0.1475,0.1633,0.5155,0.1129,0.0038,0.0027,0.0226,0.0318,0.0,0.4129,0.5871,,,,,,4,1
CUNY Kingsborough Community College,0.26,0.3057,0.2221,0.1383,0.0022,0.0015,0.0289,0.0414,0.0,0.4683,0.5317,,,,,,2,1
CUNY LaGuardia Community College,0.098,0.1724,0.4399,0.1801,0.0045,0.0028,0.0177,0.0847,0.0,0.4245,0.5755,,,,,,2,1
CUNY Lehman College,0.0489,0.2622,0.5816,0.0613,0.0019,0.0019,0.0116,0.0307,0.0,0.328,0.672,,,,,,4,1
CUNY Medgar Evers College,0.0152,0.7596,0.151,0.026,0.0024,0.0015,0.0173,0.0269,0.0,0.2786,0.7214,,,,,,3,1
CUNY New York City College of Technology,0.1011,0.2774,0.3458,0.2038,0.0036,0.0026,0.0208,0.0449,0.0,0.5614,0.4386,,,,,,3,1
CUNY Queens College,0.2294,0.0901,0.3028,0.2945,0.0036,0.0037,0.0231,0.0527,0.0,0.4606,0.5394,,,,,,4,1
CUNY Queensborough Community College,0.1123,0.235,0.3274,0.2251,0.0104,0.0066,0.0217,0.0617,0.0,0.4749,0.5251,,,,,,2,1
CUNY School of Law,,,,,,,,,,,,,,,,,4,1
CUNY New York City College of Technology,0.1011,0.2774,0.3458,0.2038,0.0036,0.0026,0.0208,0.0449,0.0,0.5614,0.4386,,,,,,3,1
CVPH Medical Center School of Radiologic Technology,0.8421,0.0526,0.0526,0.0,0.0,0.0,0.0,0.0,0.0526,0.1579,0.8421,,,,,,1,2
D'Youville College,0.6921,0.1005,0.0522,0.0659,0.0052,0.0,0.0241,0.0196,0.0404,0.2544,0.7456,,,,,,4,2
Daemen College,0.751,0.1126,0.0667,0.031,0.0018,0.0006,0.0054,0.0161,0.0149,0.2966,0.7034,,,,,,4,2
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,3,2
Dominican College of Blauvelt,0.2998,0.1675,0.3417,0.0566,0.0,0.0051,0.0272,0.0206,0.0816,0.3387,0.6613,,,,,,4,2
Dutchess Community College,0.5339,0.1376,0.2283,0.0199,0.0016,0.0004,0.045,0.0094,0.0239,0.4506,0.5494,,,,,,2,1
Belanger School of Nursing,0.7557,0.0687,0.0458,0.0992,0.0,0.0,0.0076,0.0,0.0229,0.0534,0.9466,,,,,,2,2
Elmira College,0.7481,0.0488,0.063,0.0154,0.009,0.0026,0.0334,0.0437,0.036,0.3432,0.6568,,,,,,4,2
Erie Community College,0.6017,0.1822,0.0562,0.0542,0.0063,0.0013,0.04,0.0156,0.0424,0.4927,0.5073,,,,,,2,1
Fashion Institute of Technology,0.4157,0.0894,0.2155,0.1141,0.0014,0.0009,0.0399,0.1187,0.0045,0.1748,0.8252,,,,,,4,1
Finger Lakes Community College,0.7453,0.0749,0.0752,0.0105,0.0044,0.0,0.0295,0.0007,0.0596,0.4336,0.5664,,,,,,2,1
Five Towns College,0.4959,0.2156,0.141,0.0292,0.0049,0.0,0.0729,0.0276,0.013,0.6937,0.3063,,,,,,4,3
Fordham University,0.5555,0.0394,0.1558,0.1118,0.0004,0.0012,0.042,0.0825,0.0115,0.4326,0.5674,,,,,,4,2
Fulton-Montgomery Community College,0.6083,0.0737,0.1486,0.0101,0.0028,0.0006,0.0388,0.0518,0.0653,0.4401,0.5599,,,,,,2,1
Gemological Institute of America-New York,0.2992,0.0236,0.0787,0.2677,0.0,0.0,0.0079,0.0,0.3228,0.2756,0.7244,,,,,,1,2
The General Theological Seminary,,,,,,,,,,,,,,,,,4,2
Genesee Community College,0.7122,0.108,0.0574,0.0084,0.0087,0.0,0.0414,0.0471,0.0167,0.327,0.673,,,,,,2,1
Hamilton Technical College,0.694,0.1269,0.1567,0.0,0.0,0.0,0.0224,0.0,0.0,0.4403,0.5597,,,,,,3,3
Hartwick College,0.6232,0.0999,0.0694,0.0313,0.0135,0.0008,0.0,0.0178,0.1439,0.3971,0.6029,,,,,,3,2
Helene Fuld College of Nursing,0.1171,0.6537,0.1252,0.0862,0.0098,0.0065,0.0016,0.0,0.0,0.0976,0.9024,,,,,,3,2
Herkimer County Community College,0.5969,0.154,0.0809,0.016,0.0045,0.0013,0.0154,0.0469,0.0841,0.4403,0.5597,,,,,,2,1
Hilbert College,0.7046,0.0605,0.0633,0.0098,0.0056,0.0014,0.0478,0.0098,0.097,0.4529,0.5471,,,,,,4,2
Hobart William Smith Colleges,0.7323,0.0584,0.0634,0.0309,0.0029,0.0005,0.0221,0.0486,0.0408,0.4754,0.5246,,,,,,4,2
Hofstra University,0.5488,0.0945,0.1317,0.1181,0.0034,0.0013,0.0292,0.0544,0.0186,0.4464,0.5536,,,,,,4,2
Houghton College,0.7459,0.0651,0.013,0.0369,0.0054,0.0,0.0521,0.0347,0.0467,0.3974,0.6026,,,,,,4,2
Hudson Valley Community College,0.669,0.1207,0.0814,0.0679,0.0066,0.0033,0.0412,0.0054,0.0045,0.5307,0.4693,,,,,,2,1
Hunter Business School,0.4592,0.1597,0.2877,0.0327,0.0027,0.0027,0.0417,0.0,0.0136,0.1933,0.8067,,,,,,1,3
Iona College,0.5144,0.1214,0.2475,0.0255,0.0051,0.0018,0.0197,0.0281,0.0365,0.5166,0.4834,,,,,,4,2
Isabella Graham Hart School of Practical Nursing,0.2415,0.6763,0.0483,0.0097,0.0,0.0,0.0097,0.0,0.0145,0.1159,0.8841,,,,,,1,2
Island Drafting and Technical Institute,0.5581,0.1163,0.2093,0.0116,0.0,0.0,0.0465,0.0,0.0581,0.907,0.093,,,,,,2,3
Ithaca College,0.726,0.0582,0.0925,0.0405,0.0014,0.0005,0.0345,0.0191,0.0272,0.4268,0.5732,,,,,,4,2
Jamestown Community College,0.7941,0.0419,0.0733,0.0081,0.0161,0.0008,0.0297,0.0225,0.0136,0.3911,0.6089,,,,,,2,1
Jamestown Business College,0.6885,0.0197,0.1279,0.0033,0.0787,0.0033,0.0787,0.0,0.0,0.2984,0.7016,,,,,,3,3
Jefferson State Community College,0.5858,0.2257,0.0643,0.0151,0.0024,0.0002,0.0327,0.0235,0.0502,0.3743,0.6257,,,,,,2,1
Jewish Theological Seminary of America,0.7552,0.0,0.0769,0.0,0.007,0.0,0.0,0.021,0.1399,0.4266,0.5734,,,,,,4,2
The Juilliard School,0.356,0.0823,0.0802,0.1214,0.0,0.0021,0.07,0.284,0.0041,0.5226,0.4774,,,,,,4,2
Kehilath Yakov Rabbinical Seminary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,3,2
Keuka College,0.7731,0.0623,0.057,0.0092,0.0046,0.0013,0.0282,0.0105,0.0538,0.2695,0.7305,,,,,,4,2
LIM College,0.4145,0.1924,0.1648,0.0786,0.0076,0.0055,0.0041,0.0641,0.0683,0.1048,0.8952,,,,,,4,3
Le Moyne College,0.7646,0.0621,0.0678,0.0344,0.0023,0.0004,0.031,0.014,0.0235,0.4016,0.5984,,,,,,4,2
Long Island University,0.3772,0.14,0.1392,0.1149,0.0036,0.0016,0.0224,0.0368,0.1643,0.3254,0.6746,,,,,,4,2
Long Island Beauty School-Hempstead,0.0658,0.6579,0.1579,0.0,0.0,0.0,0.0658,0.0132,0.0395,0.0263,0.9737,,,,,,1,3
Long Island Business Institute,0.0787,0.1207,0.2331,0.5072,0.0,0.0,0.0082,0.0511,0.001,0.2464,0.7536,,,,,,2,3
Machzikei Hadath Rabbinical College,0.9928,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,1.0,0.0,,,,,,3,2
Mandl School-The College of Allied Health,0.0539,0.4759,0.3699,0.0829,0.0,0.0,0.0058,0.0,0.0116,0.1734,0.8266,,,,,,2,3
CUNY Borough of Manhattan Community College,0.0907,0.2613,0.4435,0.1128,0.0033,0.0016,0.0214,0.0654,0.0,0.4316,0.5684,,,,,,2,1
Manhattan School of Music,0.4305,0.0656,0.0328,0.0483,0.0116,0.0019,0.056,0.3185,0.0347,0.5058,0.4942,,,,,,4,2
Manhattanville College,0.4834,0.1011,0.2846,0.0206,0.0013,0.0013,0.0253,0.0552,0.0273,0.4162,0.5838,,,,,,4,2
Maria College of Albany,0.5833,0.1315,0.0872,0.0651,0.0013,0.0026,0.026,0.0,0.1029,0.1133,0.8867,,,,,,3,2
Marion S Whelan School of Nursing of Geneva General Hospital,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.8571,,,,,,1,2
Marist College,0.744,0.0421,0.1181,0.0293,0.0011,0.0009,0.0315,0.0258,0.0071,0.4196,0.5804,,,,,,4,2
Marymount Manhattan College,0.561,0.1009,0.1742,0.032,0.0016,0.0005,0.0494,0.0304,0.0499,0.2078,0.7922,,,,,,3,2
Medaille College,0.6398,0.2114,0.0473,0.0181,0.0146,0.0035,0.0,0.0,0.0654,0.2754,0.7246,,,,,,4,2
St. Peter's Hospital College of Nursing,0.6396,0.1982,0.0541,0.0901,0.0,0.0,0.0,0.0,0.018,0.1441,0.8559,,,,,,2,2
Memorial Hospital School of Radiation Therapy Technology,0.6316,0.1053,0.0526,0.2105,0.0,0.0,0.0,0.0,0.0,0.1579,0.8421,,,,,,1,2
Mercy College of Ohio,0.7632,0.111,0.0569,0.0207,0.0033,0.0007,0.0408,0.0,0.0033,0.1324,0.8676,,,,,,3,2
Mesivta Torah Vodaath Rabbinical Seminary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,4,2
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,0.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,1.0,0.0,,,,,,3,2
Mesivtha Tifereth Jerusalem of America,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,4,2
Midway Paris Beauty School,0.1205,0.3373,0.494,0.0,0.0,0.0,0.0,0.0241,0.0241,0.0361,0.9639,,,,,,1,3
Mildred Elley School-Albany Campus,0.075,0.0694,0.0111,0.0028,0.0,0.0,0.0,0.0,0.8417,0.1694,0.8306,,,,,,2,3
Mirrer Yeshiva Cent Institute,0.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0,1.0,0.0,,,,,,4,2
Modern Welding School,0.9247,0.0215,0.0215,0.0,0.0,0.0,0.0215,0.0,0.0108,0.9355,0.0645,,,,,,1,3
Mohawk Valley Community College,0.6816,0.0959,0.0946,0.0575,0.0027,0.0005,0.0333,0.0081,0.0258,0.442,0.558,,,,,,2,1
Molloy College,0.5978,0.0905,0.1859,0.0814,0.0026,0.0023,0.019,0.0053,0.0152,0.2726,0.7274,,,,,,4,2
Michigan College of Beauty-Monroe,0.7755,0.0918,0.051,0.0204,0.0,0.0102,0.0408,0.0,0.0102,0.0102,0.9898,,,,,,1,3
Monroe County Community College,0.8513,0.0365,0.0413,0.0075,0.0032,0.0005,0.0129,0.0016,0.0451,0.4273,0.5727,,,,,,2,1
Mount Saint Mary College,0.5701,0.0759,0.177,0.0209,0.0043,0.0,0.0134,0.0032,0.1353,0.2743,0.7257,,,,,,4,2
Montefiore School of Nursing,0.1049,0.4198,0.2716,0.0926,0.0,0.0,0.0309,0.0,0.0802,0.1543,0.8457,,,,,,2,2
College of Mount Saint Vincent,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,0.2808,0.7192,,,,,,4,2
Icahn School of Medicine at Mount Sinai,,,,,,,,,,,,,,,,,4,2
Nassau Community College,0.3247,0.2114,0.3216,0.0686,0.0029,0.0031,0.0203,0.0075,0.0399,0.4966,0.5034,,,,,,2,1
Nazareth College,0.7751,0.0544,0.0592,0.0309,0.0022,0.0004,0.0274,0.0141,0.0362,0.2651,0.7349,,,,,,4,2
Neighborhood Playhouse School of the Theater,0.5429,0.0857,0.1,0.0429,0.0,0.0143,0.0,0.2143,0.0,0.4286,0.5714,,,,,,1,2
The New School,0.3343,0.0443,0.1189,0.1068,0.0014,0.001,0.0437,0.3125,0.0372,0.2442,0.7558,,,,,,4,2
The New School Center for Media,0.5938,0.3438,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.8438,0.1563,,,,,,1,3
New York Chiropractic College,,,,,,,,,,,,,,,,,4,2
New York Law School,,,,,,,,,,,,,,,,,4,2
New York Medical College,,,,,,,,,,,,,,,,,4,2
New York School for Medical and Dental Assistants,0.0549,0.2747,0.6081,0.0586,0.0,0.0,0.0,0.0,0.0037,0.0549,0.9451,,,,,,1,3
Union Theological Seminary in the City of New York,,,,,,,,,,,,,,,,,4,2
State University of New York at New Paltz,0.5926,0.0629,0.2136,0.0526,0.0007,0.001,0.028,0.0207,0.0277,0.3746,0.6254,,,,,,4,1
Niagara County Community College,0.7118,0.1274,0.0512,0.0165,0.0154,0.0003,0.0428,0.0059,0.0286,0.4229,0.5771,,,,,,2,1
Niagara University,0.6596,0.0542,0.0459,0.0142,0.0058,0.0011,0.0262,0.1664,0.0266,0.3633,0.6367,,,,,,4,2
Empire Beauty School-Peekskill,0.4242,0.1212,0.2727,0.0,0.0,0.0,0.0,0.0,0.1818,0.0303,0.9697,,,,,,1,3
North Country Community College,0.7445,0.1404,0.0296,0.0022,0.0296,0.0077,0.0143,0.0132,0.0186,0.3893,0.6107,,,,,,2,1
New York College of Podiatric Medicine,,,,,,,,,,,,,,,,,4,2
New York Institute of Technology,0.2603,0.0975,0.1875,0.1908,0.0027,0.0036,0.0511,0.1505,0.056,0.6123,0.3877,,,,,,4,2
New York School of Interior Design,0.5718,0.0452,0.1383,0.0346,0.0,0.0,0.0266,0.1197,0.0638,0.109,0.891,,,,,,4,2
Nyack College,0.1529,0.2988,0.3343,0.0602,0.0089,0.003,0.0325,0.0759,0.0335,0.4497,0.5503,,,,,,4,2
Ohr Hameir Theological Seminary,0.9438,0.0,0.0,0.0,0.0,0.0,0.0,0.0562,0.0,1.0,0.0,,,,,,3,2
Onondaga Community College,0.5883,0.1821,0.0875,0.0389,0.0164,0.0005,0.0456,0.0088,0.0318,0.4833,0.5167,,,,,,2,1
Orange County Community College,0.4637,0.1411,0.306,0.0212,0.0024,0.0017,0.0325,0.0011,0.0303,0.4054,0.5946,,,,,,2,1
Otsego Area BOCES-Practical Nursing Program,0.7619,0.1667,0.0238,0.0,0.0,0.0,0.0476,0.0,0.0,0.1667,0.8333,,,,,,1,1
Pace University,0.49,0.1013,0.1411,0.0751,0.0029,0.0012,0.0443,0.0956,0.0485,0.3754,0.6246,,,,,,4,2
Paul Smiths College of Arts and Science,0.8371,0.0534,0.0323,0.0098,0.0211,0.0014,0.0126,0.0042,0.0281,0.6657,0.3343,,,,,,3,2
Continental School of Beauty Culture-West Seneca,0.7153,0.2014,0.0417,0.0,0.0,0.0,0.0347,0.0,0.0069,0.0486,0.9514,,,,,,1,3
Plaza College,0.1294,0.3193,0.3275,0.12,0.0,0.0,0.1037,0.0,0.0,0.2075,0.7925,,,,,,3,3
Davis & Elkins College,0.3602,0.0462,0.0264,0.0079,0.0,0.0013,0.0053,0.0594,0.4934,0.4142,0.5858,,,,,,3,2
Pratt Institute-Main,0.356,0.0371,0.0979,0.1322,0.0008,0.0005,0.0341,0.3321,0.0093,0.29,0.71,,,,,,4,2
Rabbinical Academy Mesivta Rabbi Chaim Berlin,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,1.0,0.0,,,,,,4,2
Rabbinical College Bobover Yeshiva Bnei Zion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,4,2
Rabbinical College Beth Shraga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,3,2
