School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
VanderCook College of Music,0.4865,0.1081,0.2973,0.027,0.0,0.0,0.0676,0.0135,0.0,0.5811,0.4189,,,,,,4,2
Waubonsee Community College,0.4734,0.0696,0.3857,0.0328,0.0019,0.0011,0.0251,0.0,0.0105,0.453,0.547,,,,,,2,1
Resurrection University,0.2812,0.2202,0.2334,0.1538,0.008,0.0066,0.0438,0.0013,0.0517,0.1605,0.8395,,,,,,4,2
Western Illinois University,0.6076,0.1959,0.1252,0.0124,0.0015,0.0008,0.0269,0.0099,0.0198,0.4735,0.5265,,,,,,4,1
Wheaton College,0.7142,0.0259,0.0674,0.0967,0.0013,0.0013,0.0534,0.0365,0.0034,0.4559,0.5441,,,,,,4,2
William Rainey Harper College,0.4987,0.0453,0.2853,0.1189,0.0024,0.0003,0.0247,0.009,0.0152,0.4525,0.5475,,,,,,2,1
The University of Texas MD Anderson Cancer Center,0.2593,0.0598,0.3333,0.2222,0.0,0.0,0.0199,0.0883,0.0171,0.2279,0.7721,,,,,,4,1
Ball State University,0.7766,0.0844,0.0602,0.0131,0.0001,0.001,0.04,0.0128,0.0118,0.3994,0.6006,,,,,,4,1
Bethel Seminary-San Diego,,,,,,,,,,,,,,,,,4,2
Butler University,0.8251,0.0362,0.0509,0.0337,0.0018,0.0002,0.0362,0.0075,0.0084,0.4004,0.5996,,,,,,4,2
Calumet College of Saint Joseph,0.3738,0.2836,0.3039,0.0074,0.0018,0.0018,0.0276,0.0,0.0,0.5359,0.4641,,,,,,4,2
Christian Theological Seminary,,,,,,,,,,,,,,,,,4,2
College of Court Reporting Inc,0.8462,0.0321,0.0705,0.0192,0.0064,0.0,0.0,0.0,0.0256,0.0513,0.9487,,,,,,2,3
Concordia Theological Seminary,,,,,,,,,,,,,,,,,4,2
Tricoci University of Beauty Culture-Highland,0.3014,0.5215,0.1196,0.0048,0.0096,0.0,0.0383,0.0,0.0048,0.0478,0.9522,,,,,,1,3
DePauw University,0.6389,0.0571,0.0952,0.0345,0.0015,0.0,0.0273,0.1353,0.0103,0.4789,0.5211,,,,,,3,2
Don Roberts School of Hair Design,0.5,0.3333,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Earlham College,0.5092,0.074,0.0783,0.0348,0.0,0.0,0.0511,0.2307,0.0218,0.4331,0.5669,,,,,,4,2
University of Evansville,0.7473,0.041,0.0389,0.0245,0.0005,0.0011,0.033,0.105,0.0085,0.419,0.581,,,,,,4,2
Franklin and Marshall College,0.5461,0.0606,0.1052,0.0463,0.0009,0.0,0.0269,0.188,0.026,0.4517,0.5483,,,,,,3,2
Goshen College,0.5748,0.0411,0.2369,0.0237,0.0,0.0025,0.0224,0.0748,0.0237,0.3815,0.6185,,,,,,4,2
Grace College and Theological Seminary,0.8221,0.0414,0.0719,0.0094,0.0007,0.0,0.024,0.0123,0.0182,0.3994,0.6006,,,,,,4,2
Empire Beauty School-Hanover Park,0.25,0.325,0.2,0.05,0.0,0.0,0.1,0.0,0.075,0.0,1.0,,,,,,1,3
J Michael Harrold Beauty Academy,0.88,0.04,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.96,,,,,,1,3
College of the Holy Cross,0.694,0.0484,0.1126,0.044,0.0003,0.0007,0.0338,0.0331,0.0331,0.4787,0.5213,,,,,,3,2
PJ's College of Cosmetology-Clarksville,0.7399,0.1525,0.0224,0.0179,0.0045,0.0,0.0583,0.0,0.0045,0.0314,0.9686,,,,,,1,3
Huntington University,0.8153,0.0291,0.0562,0.008,0.002,0.003,0.0442,0.0422,0.0,0.4187,0.5813,,,,,,4,2
Ivy Tech Community College,0.7059,0.1434,0.0423,0.0198,0.004,0.0018,0.0389,0.0106,0.0332,0.4093,0.5907,,,,,,2,1
Purdue University Fort Wayne,0.743,0.0661,0.0784,0.0359,0.0018,0.0007,0.0458,0.0259,0.0025,0.4901,0.5099,,,,,,4,1
Purdue University - Purdue Polytechnic Indianapolis,,,,,,,,,,,,,,,,,0,1
Indiana University-Purdue University-Indianapolis,0.6669,0.0947,0.0942,0.0542,0.0011,0.0003,0.0482,0.0357,0.0047,0.4164,0.5836,,,,,,4,1
Indiana Institute of Technology,0.4892,0.1835,0.0612,0.0215,0.0007,0.0027,0.0423,0.1546,0.0444,0.6465,0.3535,,,,,,4,2
University of Southern Indiana,0.8529,0.0431,0.042,0.0134,0.0011,0.0006,0.0293,0.0165,0.0011,0.3648,0.6352,,,,,,4,1
Indiana State University,0.6749,0.1848,0.0525,0.0127,0.0033,0.0008,0.0415,0.0242,0.0052,0.4375,0.5625,,,,,,4,1
Indiana University-Kokomo,0.8263,0.0367,0.0647,0.0105,0.0022,0.0,0.0316,0.0134,0.0145,0.3434,0.6566,,,,,,4,1
Indiana University-South Bend,0.6715,0.079,0.1426,0.0178,0.0011,0.0009,0.0487,0.0307,0.0077,0.3597,0.6403,,,,,,4,1
Indiana University-Bloomington,0.687,0.0451,0.0718,0.0649,0.0009,0.0002,0.0472,0.0804,0.0027,0.5064,0.4936,,,,,,4,1
Indiana University-Northwest,0.5143,0.1516,0.2505,0.0289,0.0006,0.0003,0.0405,0.0055,0.0079,0.2803,0.7197,,,,,,4,1
Indiana University-Southeast,0.8142,0.0651,0.0503,0.0188,0.0014,0.0007,0.0373,0.0058,0.0065,0.3865,0.6135,,,,,,4,1
Indiana University-East,0.7553,0.053,0.0431,0.0118,0.0022,0.001,0.038,0.0163,0.0794,0.349,0.651,,,,,,4,1
International Business College-Fort Wayne,0.879,0.0081,0.0161,0.0161,0.0081,0.0,0.0323,0.0,0.0403,0.129,0.871,,,,,,2,3
International Business College-Indianapolis,0.7126,0.0906,0.1102,0.0236,0.0,0.0,0.0591,0.0,0.0039,0.1969,0.8031,,,,,,2,3
Tricoci University of Beauty Culture-Lafayette,0.5769,0.2692,0.0897,0.0128,0.0,0.0,0.0385,0.0128,0.0,0.0513,0.9487,,,,,,1,3
Empire Beauty School-Indianapolis,0.5331,0.2769,0.062,0.0331,0.0041,0.0,0.0702,0.0,0.0207,0.0207,0.9793,,,,,,1,3
Lincoln College of Technology-Indianapolis,0.6296,0.2109,0.0846,0.0343,0.0032,0.0011,0.031,0.0011,0.0043,0.9069,0.0931,,,,,,2,3
University of New Hampshire at Manchester,0.6893,0.0254,0.072,0.0636,0.0,0.0,0.024,0.0028,0.1229,0.4802,0.5198,,,,,,3,1
Marian University,0.7273,0.0634,0.0876,0.0174,0.0076,0.0023,0.0264,0.0317,0.0363,0.315,0.685,,,,,,4,2
Indiana Wesleyan University-Marion,0.8296,0.0372,0.0442,0.0174,0.0015,0.0012,0.0345,0.0167,0.0178,0.3594,0.6406,,,,,,4,2
The University of Tennessee-Martin,0.7869,0.1343,0.0314,0.0065,0.0029,0.0,0.0274,0.0107,0.0,0.4041,0.5959,,,,,,4,1
Anabaptist Mennonite Biblical Seminary,,,,,,,,,,,,,,,,,4,2
Mid-America College of Funeral Service,0.8966,0.0776,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.3879,0.6121,,,,,,3,2
West Michigan College of Barbering and Beauty,0.3036,0.4464,0.1964,0.0,0.0,0.0,0.0536,0.0,0.0,0.2679,0.7321,,,,,,1,3
University of Notre Dame,0.6738,0.0363,0.1151,0.046,0.0021,0.001,0.0549,0.0611,0.0097,0.5212,0.4788,,,,,,4,2
Oakland City University,0.6312,0.0781,0.0498,0.0066,0.01,0.0,0.0581,0.0116,0.1545,0.505,0.495,,,,,,4,2
PJ's College of Cosmetology-Richmond,0.7838,0.0946,0.027,0.0,0.0,0.0,0.0811,0.0,0.0135,0.0676,0.9324,,,,,,1,3
Ravenscroft Beauty College,0.2857,0.4737,0.1128,0.0526,0.0075,0.0,0.0677,0.0,0.0,0.3835,0.6165,,,,,,1,3
Rogers Academy of Hair Design,0.6316,0.2421,0.0211,0.0105,0.0,0.0,0.0737,0.0,0.0211,0.3789,0.6211,,,,,,1,3
Rose-Hulman Institute of Technology,0.6461,0.0397,0.0472,0.0587,0.002,0.001,0.0457,0.1426,0.0171,0.757,0.243,,,,,,4,2
University of Saint Francis-Fort Wayne,0.7404,0.085,0.0988,0.0172,0.0006,0.0,0.0339,0.0109,0.0132,0.301,0.699,,,,,,4,2
Saint Mary-of-the-Woods College,0.7603,0.0517,0.0265,0.004,0.0,0.0013,0.1166,0.004,0.0358,0.1444,0.8556,,,,,,4,2
Saint Mary-of-the-Woods College,0.7603,0.0517,0.0265,0.004,0.0,0.0013,0.1166,0.004,0.0358,0.1444,0.8556,,,,,,4,2
Saint Meinrad School of Theology,,,,,,,,,,,,,,,,,4,2
Saint Elizabeth School of Nursing,0.8601,0.021,0.0699,0.0,0.014,0.0,0.035,0.0,0.0,0.0559,0.9441,,,,,,1,2
Taylor University,0.8326,0.0338,0.0431,0.0256,0.0027,0.0033,0.0115,0.0474,0.0,0.4607,0.5393,,,,,,4,2
Trine University,0.8042,0.0425,0.05,0.017,0.0024,0.0,0.0316,0.0396,0.0127,0.6632,0.3368,,,,,,4,2
Valparaiso University,0.7228,0.0536,0.1089,0.0223,0.0013,0.0003,0.0317,0.0317,0.0273,0.4422,0.5578,,,,,,4,2
Vincennes Beauty College,0.9444,0.0278,0.0,0.0,0.0,0.0,0.0278,0.0,0.0,0.0278,0.9722,,,,,,1,3
Vincennes University,0.7181,0.0826,0.1291,0.0077,0.0044,0.0022,0.0234,0.0072,0.0253,0.5682,0.4318,,,,,,3,1
Wabash Valley College,0.8477,0.0488,0.0625,0.0156,0.0039,0.0,0.0215,0.0,0.0,0.4375,0.5625,,,,,,2,1
Allen County Community College,0.7118,0.0918,0.1129,0.0143,0.0203,0.0023,0.0391,0.0008,0.0068,0.4056,0.5944,,,,,,2,1
Briar Cliff University,0.5714,0.1226,0.1846,0.0253,0.0101,0.0114,0.0114,0.0569,0.0063,0.4501,0.5499,,,,,,4,2
Buena Vista University,0.7263,0.0248,0.0757,0.0071,0.0064,0.0,0.0212,0.0071,0.1315,0.3614,0.6386,,,,,,4,2
Capri College-Dubuque,0.854,0.0657,0.0584,0.0073,0.0,0.0,0.0146,0.0,0.0,0.0438,0.9562,,,,,,1,3
Capri College-Cedar Rapids,0.7939,0.0848,0.0667,0.0061,0.0061,0.0,0.0364,0.0,0.0061,0.0485,0.9515,,,,,,1,3
College of Central Florida,0.6266,0.1271,0.1313,0.0208,0.0051,0.0029,0.0475,0.0175,0.0212,0.3748,0.6252,,,,,,3,1
Clarke University,0.6936,0.0882,0.1106,0.012,0.0045,0.006,0.0269,0.0224,0.0359,0.4634,0.5366,,,,,,4,2
Coe College,0.6768,0.0733,0.1169,0.0472,0.0044,0.0015,0.0261,0.0138,0.0399,0.4532,0.5468,,,,,,3,2
Weill Medical College of Cornell University,,,,,,,,,,,,,,,,,4,2
Des Moines Area Community College,0.6758,0.0771,0.0836,0.0393,0.0027,0.0006,0.0348,0.007,0.079,0.4253,0.5747,,,,,,2,1
Divine Word College,0.0308,0.0154,0.0154,0.1692,0.0,0.0,0.0,0.7692,0.0,0.5692,0.4308,,,,,,3,2
Dordt University,0.8195,0.0122,0.0297,0.0091,0.0046,0.0,0.0099,0.0876,0.0274,0.5491,0.4509,,,,,,4,2
Drake University,0.7578,0.0555,0.0693,0.0455,0.0003,0.0,0.0341,0.0351,0.0024,0.4108,0.5892,,,,,,4,2
University of Dubuque,0.6283,0.1436,0.0776,0.0137,0.0016,0.0037,0.028,0.0697,0.0338,0.5539,0.4461,,,,,,4,2
Ellsworth Community College,0.6538,0.1806,0.0619,0.0017,0.0,0.0067,0.0268,0.0385,0.0301,0.4866,0.5134,,,,,,2,1
Emmaus Bible College,0.7488,0.0443,0.069,0.0394,0.0197,0.0,0.0296,0.0296,0.0197,0.4236,0.5764,,,,,,3,2
Eastern Iowa Community College District,0.6874,0.0936,0.1283,0.0213,0.0034,0.0017,0.0429,0.0025,0.019,0.3563,0.6437,,,,,,2,1
Faith Baptist Bible College and Theological Seminary,0.8712,0.0114,0.0076,0.0379,0.0038,0.0,0.0417,0.0265,0.0,0.4545,0.5455,,,,,,4,2
Faust Institute of Cosmetology-Storm Lake,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.9286,,,,,,1,3
Graceland University-Lamoni,0.6408,0.0932,0.1056,0.0114,0.0052,0.0176,0.0424,0.0611,0.0228,0.4234,0.5766,,,,,,4,2
Grand View University,0.6429,0.0846,0.0846,0.0342,0.0023,0.0017,0.04,0.0319,0.0777,0.4614,0.5386,,,,,,4,2
Grinnell College,0.5056,0.046,0.0796,0.076,0.0,0.0,0.0442,0.2039,0.0448,0.4691,0.5309,,,,,,3,2
Hamilton Technical College,0.694,0.1269,0.1567,0.0,0.0,0.0,0.0224,0.0,0.0,0.4403,0.5597,,,,,,3,3
Hawkeye Community College,0.8007,0.0858,0.0502,0.0133,0.002,0.0023,0.0323,0.0133,0.0,0.4385,0.5615,,,,,,2,1
American Hair Academy,0.8889,0.037,0.0,0.0,0.0,0.0,0.037,0.0,0.037,0.037,0.963,,,,,,1,3
Indian Hills Community College,0.735,0.0813,0.0752,0.0092,0.0031,0.0015,0.0332,0.0542,0.0072,0.4742,0.5258,,,,,,2,1
Iowa Central Community College,0.6391,0.1474,0.0834,0.0108,0.007,0.0025,0.029,0.0382,0.0426,0.5095,0.4905,,,,,,2,1
Iowa Lakes Community College,0.7441,0.074,0.0585,0.0101,0.011,0.0027,0.0018,0.0494,0.0484,0.5091,0.4909,,,,,,2,1
UnityPoint Health-Des Moines School of Radiologic Technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.9412,,,,,,1,2
American College of Hairstyling-Des Moines,0.5,0.3182,0.1364,0.0,0.0,0.0,0.0455,0.0,0.0,0.9091,0.0909,,,,,,1,3
Iowa School of Beauty-Des Moines,0.6863,0.1569,0.0784,0.0196,0.0,0.0,0.0588,0.0,0.0,0.0196,0.9804,,,,,,1,3
Iowa State University,0.7553,0.025,0.0631,0.0358,0.0018,0.0006,0.0264,0.0508,0.0411,0.5736,0.4264,,,,,,4,1
Iowa Wesleyan University,0.3993,0.1878,0.0812,0.0051,0.0034,0.0051,0.066,0.1658,0.0863,0.4805,0.5195,,,,,,3,2
Iowa Western Community College,0.6836,0.139,0.0936,0.0153,0.0167,0.0016,0.0,0.0284,0.0218,0.4193,0.5807,,,,,,2,1
University of Iowa,0.7392,0.0294,0.0793,0.0414,0.002,0.0008,0.0343,0.0539,0.0198,0.4596,0.5404,,,,,,4,1
Kirkwood Community College,0.6955,0.1199,0.0704,0.0188,0.004,0.0011,0.0316,0.0234,0.0354,0.4404,0.5596,,,,,,2,1
La James International College-Cedar Falls,0.4583,0.4167,0.0833,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,1.0,,,,,,1,3
La James International College-Johnston,0.6182,0.2545,0.0727,0.0545,0.0,0.0,0.0,0.0,0.0,0.0545,0.9455,,,,,,1,3
La James College of Hairstyling and Cosmetology,0.9074,0.0185,0.037,0.0185,0.0,0.0,0.0,0.0,0.0185,0.0185,0.9815,,,,,,1,3
La James International College-Ft Dodge,0.6875,0.1875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,1.0,,,,,,1,3
Loras College,0.7935,0.0349,0.0932,0.007,0.0,0.0008,0.0241,0.0194,0.0272,0.5637,0.4363,,,,,,4,2
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,,,,,,3,2
Maharishi International University,0.2917,0.0636,0.0724,0.0197,0.0066,0.0,0.0241,0.0219,0.5,0.2961,0.7039,,,,,,4,2
Marshalltown Community College,0.5159,0.0547,0.2221,0.0262,0.0342,0.0103,0.0308,0.0831,0.0228,0.4374,0.5626,,,,,,2,1
Mercy College of Health Sciences,0.7434,0.0809,0.067,0.048,0.0013,0.0013,0.0253,0.0,0.0329,0.1504,0.8496,,,,,,3,2
Morningside College,0.7262,0.0247,0.0724,0.0115,0.0049,0.0008,0.037,0.051,0.0715,0.5008,0.4992,,,,,,4,2
Mount Mercy University,0.7642,0.0896,0.007,0.0154,0.0091,0.0056,0.0161,0.0364,0.0567,0.3205,0.6795,,,,,,4,2
Ashford University,0.4253,0.3079,0.157,0.0174,0.0072,0.0082,0.0383,0.0019,0.0368,0.2947,0.7053,,,,,,4,3
North Iowa Area Community College,0.8055,0.0526,0.0704,0.0092,0.0017,0.0,0.028,0.0303,0.0023,0.4365,0.5635,,,,,,2,1
University of Northern Iowa,0.8278,0.0239,0.0439,0.0138,0.0013,0.001,0.0269,0.0246,0.0369,0.4124,0.5876,,,,,,4,1
Northwestern College,0.1812,0.4628,0.2718,0.0194,0.0,0.0,0.0275,0.0,0.0372,0.0712,0.9288,,,,,,2,3
Northeast Iowa Community College,0.8424,0.0497,0.032,0.0108,0.002,0.0074,0.0123,0.0015,0.0419,0.3274,0.6726,,,,,,2,1
Northwest Iowa Community College,0.7357,0.0673,0.1135,0.0125,0.01,0.0012,0.0212,0.0,0.0387,0.4751,0.5249,,,,,,2,1
Des Moines University-Osteopathic Medical Center,,,,,,,,,,,,,,,,,4,2
Iowa School of Beauty-Ottumwa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Palmer College of Chiropractic,0.6207,0.069,0.1379,0.0345,0.0,0.0,0.069,0.0,0.069,0.5862,0.4138,,,,,,4,2
PCI Academy-Ames,0.837,0.0593,0.0667,0.0074,0.0,0.0,0.0074,0.0,0.0222,0.0296,0.9704,,,,,,1,3
Saint Ambrose University,0.7377,0.0476,0.0863,0.0147,0.0013,0.0013,0.0333,0.0405,0.0373,0.4518,0.5482,,,,,,4,2
Saint Luke's College of Health Sciences,0.6245,0.1556,0.0353,0.0415,0.0062,0.0083,0.0415,0.0,0.0871,0.0996,0.9004,,,,,,4,2
La James International College-Davenport,0.5606,0.2424,0.1212,0.0,0.0,0.0,0.0758,0.0,0.0,0.0758,0.9242,,,,,,1,3
Simpson University,0.5207,0.0385,0.2197,0.0613,0.0143,0.0086,0.0471,0.0,0.0899,0.4009,0.5991,,,,,,4,2
Southeastern Community College,0.3377,0.0574,0.0574,0.0131,0.0194,0.0025,0.0194,0.063,0.4301,0.3995,0.6005,,,,,,2,1
Southwestern College,0.0722,0.0412,0.7177,0.1054,0.0022,0.0039,0.0402,0.0014,0.0158,0.4549,0.5451,,,,,,2,1
Capri College-Davenport,0.7188,0.125,0.1094,0.0156,0.0078,0.0,0.0078,0.0078,0.0078,0.0391,0.9609,,,,,,1,3
Iowa School of Beauty-Sioux City,0.25,0.0,0.5833,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
New England School of Hair Design,0.9444,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0,0.0,1.0,,,,,,1,3
Upper Iowa University,0.6163,0.1896,0.0541,0.0157,0.002,0.0041,0.0209,0.0494,0.0477,0.3837,0.6163,,,,,,4,2
Waldorf University,0.2515,0.0508,0.0366,0.0012,0.0041,0.0057,0.0065,0.0329,0.6107,0.5969,0.4031,,,,,,4,3
Wartburg College,0.7767,0.0379,0.048,0.0122,0.0014,0.002,0.0318,0.0771,0.0129,0.4547,0.5453,,,,,,3,2
Wartburg Theological Seminary,,,,,,,,,,,,,,,,,4,2
The Salon Professional Academy-Cedar Falls,0.6,0.175,0.125,0.0,0.0,0.0,0.1,0.0,0.0,0.525,0.475,,,,,,1,3
Western Iowa Tech Community College,0.5557,0.0502,0.1839,0.0204,0.0152,0.001,0.063,0.0848,0.0256,0.3653,0.6347,,,,,,2,1
William Penn University,0.5275,0.2203,0.0809,0.0103,0.0086,0.0043,0.0516,0.0396,0.0568,0.5482,0.4518,,,,,,4,2
Allen County Community College,0.7118,0.0918,0.1129,0.0143,0.0203,0.0023,0.0391,0.0008,0.0068,0.4056,0.5944,,,,,,2,1
Baker University,0.7209,0.0806,0.0892,0.0144,0.0079,0.0036,0.0489,0.0187,0.0158,0.4209,0.5791,,,,,,4,2
Barton County Community College,0.6064,0.1415,0.15,0.0258,0.0157,0.0055,0.0356,0.0008,0.0186,0.4064,0.5936,,,,,,2,1
Benedictine College,0.7793,0.0287,0.0932,0.0123,0.0061,0.0036,0.043,0.0189,0.0148,0.4813,0.5187,,,,,,4,2
Bethany Lutheran College,0.7095,0.0304,0.0456,0.0236,0.0034,0.0017,0.0338,0.1402,0.0118,0.4628,0.5372,,,,,,3,2
Bethel College-North Newton,0.6156,0.1844,0.1022,0.0156,0.0111,0.0,0.02,0.0489,0.0022,0.5244,0.4756,,,,,,3,2
Butler Community College,0.5912,0.0876,0.1496,0.0455,0.012,0.0038,0.0,0.0219,0.0884,0.3831,0.6169,,,,,,2,1
Central Christian College of Kansas,0.5499,0.1692,0.1472,0.0034,0.0203,0.0017,0.0355,0.0254,0.0474,0.4721,0.5279,,,,,,3,2
Cloud County Community College,0.5786,0.0806,0.0904,0.0138,0.0187,0.001,0.0521,0.11,0.055,0.4686,0.5314,,,,,,2,1
Coffeyville Community College,0.489,0.2517,0.0928,0.0038,0.0421,0.0048,0.088,0.0278,0.0,0.5445,0.4555,,,,,,2,1
Colby Community College,0.681,0.0341,0.0556,0.0045,0.0068,0.0045,0.1112,0.0692,0.0329,0.252,0.748,,,,,,2,1
Cowley County Community College,0.6545,0.0628,0.1174,0.0116,0.0287,0.0022,0.0639,0.0534,0.0055,0.4165,0.5835,,,,,,2,1
Dodge City Community College,0.4246,0.0964,0.4295,0.0182,0.0042,0.0014,0.0223,0.0,0.0035,0.4784,0.5216,,,,,,2,1
Donnelly College,0.1149,0.3581,0.375,0.0811,0.0169,0.0034,0.0338,0.0068,0.0101,0.2939,0.7061,,,,,,3,2
Emporia State University,0.6961,0.047,0.0694,0.0089,0.0037,0.0006,0.105,0.0516,0.0178,0.3653,0.6347,,,,,,4,1
Flint Hills Technical College,0.6834,0.0427,0.2211,0.0126,0.0075,0.0,0.0327,0.0,0.0,0.5,0.5,,,,,,2,1
Fort Hays State University,0.4976,0.0279,0.0762,0.0084,0.004,0.0004,0.0246,0.3582,0.0027,0.401,0.599,,,,,,4,1
Barclay College,0.5904,0.1862,0.0691,0.0106,0.0319,0.0053,0.0638,0.0106,0.0319,0.5213,0.4787,,,,,,4,2
Friends University,0.594,0.0911,0.0988,0.0155,0.0126,0.0019,0.061,0.0271,0.0979,0.4574,0.5426,,,,,,4,2
Fort Scott Community College,0.7112,0.1345,0.0744,0.0054,0.0099,0.0036,0.052,0.009,0.0,0.4825,0.5175,,,,,,2,1
Garden City Community College,0.3322,0.1125,0.4883,0.0176,0.0091,0.0046,0.0,0.028,0.0078,0.4909,0.5091,,,,,,2,1
Haskell Indian Nations University,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4025,0.5975,,,,,,3,1
Hays Academy of Hair Design,0.9429,0.0143,0.0286,0.0,0.0,0.0,0.0143,0.0,0.0,0.0286,0.9714,,,,,,1,3
Hesston College,0.6164,0.0608,0.1323,0.0185,0.0079,0.0,0.0159,0.1455,0.0026,0.4153,0.5847,,,,,,3,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,,,,,,2,1
Hutchinson Community College,0.6594,0.0894,0.1222,0.0077,0.0084,0.0012,0.0322,0.0102,0.0693,0.4188,0.5812,,,,,,2,1
