School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,first_gen,mhi,ms_degree,hs_degree,post_hs_ed,highest_degree,ownership
UEI College-Fresno,0.027,0.041,0.3344,0.0183,0.0065,0.0,0.0086,0.0,0.5642,0.3743,0.6257,,,,,,1,3
Santiago Canyon College,0.2828,0.0165,0.5337,0.0769,0.0026,0.0036,0.0399,0.0114,0.0326,0.6106,0.3894,,,,,,2,1
Southern California Institute of Technology,0.2109,0.0412,0.542,0.1351,0.0033,0.0148,0.0362,0.0,0.0165,0.9671,0.0329,,,,,,3,3
Soka University of America,0.1724,0.0296,0.1158,0.1453,0.0,0.0074,0.0542,0.4458,0.0296,0.3498,0.6502,,,,,,4,2
Clarks Summit University,0.8116,0.069,0.0616,0.0205,0.0019,0.0,0.0317,0.0,0.0037,0.5019,0.4981,,,,,,4,2
Advance Beauty College,0.0493,0.0079,0.0513,0.7673,0.002,0.0,0.002,0.0118,0.1085,0.1124,0.8876,,,,,,1,3
Los Angeles Pacific University,0.231,0.1843,0.4402,0.064,0.0038,0.0141,0.0288,0.0,0.0339,0.2054,0.7946,,,,,,4,2
World Mission University,0.0,0.0,0.2947,0.4947,0.0,0.0,0.0,0.2105,0.0,0.2579,0.7421,,,,,,4,2
Yo San University of Traditional Chinese Medicine,,,,,,,,,,,,,,,,,4,2
Cosmetology Concepts Niles,0.5135,0.027,0.2973,0.1622,0.0,0.0,0.0,0.0,0.0,0.1081,0.8919,,,,,,1,3
Delta College Inc,0.6648,0.2784,0.0227,0.0,0.0,0.0,0.0341,0.0,0.0,0.0398,0.9602,,,,,,1,3
Tri-State Cosmetology Institute,0.1264,0.0172,0.7069,0.0,0.0,0.0,0.0,0.0,0.1494,0.046,0.954,,,,,,1,3
American Institute of Interior Design,0.6429,0.0714,0.2143,0.0357,0.0,0.0,0.0357,0.0,0.0,0.0714,0.9286,,,,,,1,3
Brookline College-Tempe,0.3096,0.1423,0.3556,0.0146,0.0544,0.0063,0.0377,0.0209,0.0586,0.159,0.841,,,,,,2,3
Inter American University of Puerto Rico-School of Optometry,,,,,,,,,,,,,,,,,4,2
Schiller International University,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.3333,0.0,0.5,0.5,,,,,,4,3
Coconino Community College,0.4715,0.0176,0.1953,0.0092,0.2248,0.0069,0.044,0.0,0.0306,0.478,0.522,,,,,,2,1
Emma's Beauty Academy-Juana Diaz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636,0.6364,,,,,,1,3
Brillare Beauty Institute,0.8421,0.0614,0.0789,0.0088,0.0,0.0,0.0088,0.0,0.0,0.0351,0.9649,,,,,,1,2
Columbia Central University-Yauco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3452,0.6548,,,,,,3,3
Pima Medical Institute-Denver,0.485,0.0169,0.3755,0.03,0.0026,0.0026,0.0743,0.0,0.013,0.189,0.811,,,,,,2,3
ASA College,0.0671,0.2909,0.3256,0.0729,0.0007,0.0025,0.0225,0.2159,0.0018,0.3516,0.6484,,,,,,3,3
Ohio State School of Cosmetology-Heath,0.9394,0.0303,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0152,0.9848,,,,,,1,3
Yeshivas Novominsk,0.9809,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.0,1.0,0.0,,,,,,0,2
Southern Careers Institute-Corpus Christi,0.3204,0.0631,0.5922,0.0194,0.0049,0.0,0.0,0.0,0.0,0.1602,0.8398,,,,,,1,3
Rabbinical College of Ohr Shimon Yisroel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,3,2
Carroll Community College,0.8239,0.0425,0.0481,0.0275,0.0021,0.0004,0.0236,0.003,0.0288,0.4218,0.5782,,,,,,2,1
Galen College of Nursing-Tampa Bay,0.5276,0.2015,0.1296,0.0329,0.0056,0.0012,0.0719,0.0,0.0298,0.1395,0.8605,,,,,,2,3
Galen College of Nursing-San Antonio,0.3554,0.1145,0.381,0.0342,0.0051,0.0057,0.074,0.0006,0.0296,0.1367,0.8633,,,,,,2,3
Sarasota School of Massage Therapy,0.7234,0.0745,0.1064,0.0106,0.0,0.0,0.0745,0.0106,0.0,0.2979,0.7021,,,,,,1,3
Schuyler Steuben Chemung Tioga Allegany BOCES,0.7867,0.1133,0.0,0.0133,0.02,0.0,0.0667,0.0,0.0,0.1133,0.8867,,,,,,1,1
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,0.9412,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,1
Central Susquehanna Intermediate Unit LPN Career,0.9744,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.906,,,,,,1,1
Myotherapy College of Utah,0.7339,0.0183,0.1743,0.0367,0.0092,0.0092,0.0183,0.0,0.0,0.2385,0.7615,,,,,,1,3
City College-Gainesville,0.4727,0.3697,0.0667,0.0182,0.0121,0.0,0.0606,0.0,0.0,0.097,0.903,,,,,,3,2
Arizona State University-West,0.4145,0.0474,0.3786,0.0597,0.011,0.0031,0.0339,0.0427,0.009,0.3747,0.6253,,,,,,4,1
Ace Cosmetology and Barber Training Center,0.3839,0.327,0.2891,0.0,0.0,0.0,0.0,0.0,0.0,0.4692,0.5308,,,,,,1,3
Stage One-The Hair School,0.8987,0.0759,0.0127,0.0,0.0,0.0,0.0,0.0,0.0127,0.0253,0.9747,,,,,,1,3
Empire Beauty School-Malden,0.3038,0.2025,0.3165,0.0253,0.0,0.0,0.0253,0.0,0.1266,0.0253,0.9747,,,,,,1,3
Xenon International Academy-Omaha,0.7514,0.0395,0.1638,0.0,0.0056,0.0,0.0395,0.0,0.0,0.0226,0.9774,,,,,,1,3
Capri Institute of Hair Design-Brick,0.6796,0.0874,0.1748,0.0,0.0097,0.0194,0.0097,0.0,0.0194,0.2524,0.7476,,,,,,1,3
Capri Institute of Hair Design-Kenilworth,0.2617,0.3738,0.3271,0.0187,0.0187,0.0,0.0,0.0,0.0,0.1963,0.8037,,,,,,1,3
Capri Institute of Hair Design-Paramus,0.5591,0.0645,0.3226,0.0215,0.0,0.0,0.0108,0.0,0.0215,0.1828,0.8172,,,,,,1,3
Orlo School of Hair Design and Cosmetology,0.6557,0.2131,0.0656,0.0492,0.0,0.0,0.0,0.0,0.0164,0.0164,0.9836,,,,,,1,3
Eastland-Fairfield Career and Technical Schools,0.7075,0.217,0.0,0.0566,0.0,0.0,0.0094,0.0,0.0094,0.7358,0.2642,,,,,,1,1
Empire Beauty School-Cincinnati,0.1012,0.8393,0.006,0.0119,0.0,0.0,0.0119,0.0,0.0298,0.0238,0.9762,,,,,,1,3
Mahoning County Career and Technical Center,0.8817,0.0968,0.0108,0.0,0.0108,0.0,0.0,0.0,0.0,0.5484,0.4516,,,,,,1,1
Pickaway Ross Joint Vocational School District,0.9519,0.0192,0.0048,0.0,0.0048,0.0048,0.0144,0.0,0.0,0.4471,0.5529,,,,,,1,1
Pioneer Career and Technology Center,0.8837,0.0233,0.0698,0.0233,0.0,0.0,0.0,0.0,0.0,0.3488,0.6512,,,,,,1,1
Raphael's School of Beauty Culture Inc-Boardman,0.5739,0.2174,0.087,0.0435,0.0,0.0,0.0783,0.0,0.0,0.0522,0.9478,,,,,,1,3
Scioto County Career Technical Center,0.9712,0.0192,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,0.5385,,,,,,1,1
Life Pacific University,0.3969,0.0421,0.408,0.0222,0.0067,0.0022,0.0599,0.0044,0.0576,0.4435,0.5565,,,,,,4,2
Lake Erie College of Osteopathic Medicine,0.7143,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.1429,0.8571,,,,,,4,2
Highlights Beauty Schools,0.6239,0.0367,0.0826,0.0367,0.0275,0.0092,0.1651,0.0,0.0183,0.0642,0.9358,,,,,,1,3
Empire Beauty School-Green Bay,0.5345,0.1552,0.1897,0.0517,0.0345,0.0,0.0,0.0,0.0345,0.069,0.931,,,,,,1,3
Warren County Career Center,0.8511,0.0372,0.0372,0.0266,0.0,0.0053,0.0372,0.0,0.0053,0.6117,0.3883,,,,,,1,1
Paul Mitchell the School-Wichita,0.5,0.1488,0.2381,0.0238,0.006,0.0,0.0417,0.0,0.0417,0.2321,0.7679,,,,,,1,3
Pinnacle Institute of Cosmetology,0.6545,0.2727,0.0364,0.0,0.0,0.0,0.0364,0.0,0.0,0.0182,0.9818,,,,,,1,3
Southern Careers Institute-Pharr,0.0806,0.0,0.9171,0.0,0.0,0.0,0.0,0.0,0.0024,0.4052,0.5948,,,,,,1,3
Laurel Technical Institute,0.7673,0.1635,0.0126,0.0,0.0,0.0063,0.0503,0.0,0.0,0.2956,0.7044,,,,,,2,3
Florida National University-Main Campus,0.0208,0.0462,0.8693,0.0026,0.001,0.0003,0.0,0.0591,0.0007,0.2773,0.7227,,,,,,4,3
Georgia Institute of Cosmetology,0.4563,0.4048,0.119,0.0198,0.0,0.0,0.0,0.0,0.0,0.0357,0.9643,,,,,,1,3
Nouvelle Institute,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.9859,,,,,,1,3
Franklin Technology Center Adult Education,0.8102,0.0365,0.0511,0.0365,0.0146,0.0,0.0438,0.0,0.0073,0.2847,0.7153,,,,,,1,1
Professional Technical Institution,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9707,0.0293,,,,,,1,3
Erikson Institute,,,,,,,,,,,,,,,,,4,2
South Texas College,0.0247,0.0051,0.9523,0.0065,0.0004,0.0002,0.002,0.0002,0.0088,0.4194,0.5806,,,,,,3,1
Pike County Joint Vocational School District,0.9545,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091,0.5909,,,,,,1,1
Lorain County Joint Vocational School District,0.5,0.3375,0.0875,0.0,0.0125,0.0,0.05,0.0,0.0125,0.1875,0.8125,,,,,,1,1
Roger Williams University School of Law,,,,,,,,,,,,,,,,,4,2
California State University-Monterey Bay,0.25,0.0348,0.4963,0.0549,0.0023,0.0041,0.0515,0.0582,0.0479,0.3832,0.6168,,,,,,4,1
Ohio Media School-Valley View,0.219,0.6952,0.0333,0.0,0.0,0.0,0.0476,0.0,0.0048,0.5,0.5,,,,,,1,3
EINE Inc,0.6667,0.0606,0.1212,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Marian Health Careers Center-Los Angeles Campus,0.0333,0.1286,0.3857,0.3952,0.0048,0.0143,0.0,0.0381,0.0,0.2476,0.7524,,,,,,1,3
Cleveland Clinic Health System-School of Diagnostic Imaging,0.814,0.093,0.0698,0.0,0.0,0.0,0.0233,0.0,0.0,0.2558,0.7442,,,,,,1,2
Academy for Nursing and Health Occupations,0.0797,0.7844,0.1214,0.0054,0.0036,0.0,0.0018,0.0018,0.0018,0.0833,0.9167,,,,,,2,2
Shawsheen Valley School of Practical Nursing,0.2973,0.5135,0.1081,0.0,0.0,0.0,0.0,0.0811,0.0,0.1622,0.8378,,,,,,1,1
Shear Ego International School of Hair Design,0.5714,0.1929,0.1571,0.0214,0.0071,0.0,0.0429,0.0,0.0071,0.1143,0.8857,,,,,,1,3
Remington College-Memphis Campus,0.0655,0.8948,0.0229,0.003,0.0,0.0015,0.0107,0.0,0.0015,0.3399,0.6601,,,,,,3,2
Fayette Institute of Technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.6316,,,,,,1,1
Capella University,0.4736,0.1828,0.0942,0.0183,0.0061,0.0036,0.0258,0.004,0.1915,0.2223,0.7777,,,,,,4,3
College of Menominee Nation,0.108,0.0057,0.0227,0.0,0.8636,0.0,0.0,0.0,0.0,0.2557,0.7443,,,,,,3,2
Leech Lake Tribal College,0.1185,0.0148,0.0,0.0,0.8519,0.0148,0.0,0.0,0.0,0.5259,0.4741,,,,,,2,1
Stone Academy-Waterbury,0.2394,0.3861,0.3012,0.0077,0.0,0.0,0.0039,0.0,0.0618,0.0502,0.9498,,,,,,1,3
Yukon Beauty College Inc,0.9286,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
United Education Institute-Morrow,0.0138,0.9003,0.0691,0.0039,0.001,0.0,0.0079,0.0,0.0039,0.3149,0.6851,,,,,,1,3
Mitchells Academy,0.8889,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Artistic Academy of Hair Design,0.656,0.056,0.232,0.024,0.0,0.0,0.016,0.008,0.008,0.04,0.96,,,,,,1,3
Motoring Technical Training Institute,0.6416,0.0693,0.1867,0.0331,0.0,0.0,0.006,0.0,0.0633,0.6837,0.3163,,,,,,1,3
Ranken Technical College,0.7059,0.1719,0.0257,0.0106,0.0022,0.0022,0.0167,0.0017,0.0631,0.9263,0.0737,,,,,,3,2
Baldwin Beauty School-North Austin,0.5412,0.0941,0.2824,0.0235,0.0,0.0,0.0353,0.0,0.0235,0.0588,0.9412,,,,,,1,3
Jean Madeline Aveda Institute,0.5872,0.2584,0.0839,0.0302,0.0034,0.0,0.0369,0.0,0.0,0.0336,0.9664,,,,,,1,3
Pacific College of Oriental Medicine-New York,0.2935,0.1304,0.1902,0.0924,0.0,0.0,0.0815,0.0054,0.2065,0.1793,0.8207,,,,,,4,3
Tricoci University of Beauty Culture-Indianapolis,0.2917,0.6061,0.0189,0.0038,0.0152,0.0,0.0568,0.0038,0.0038,0.0871,0.9129,,,,,,1,3
Trine University-Regional/Non-Traditional Campuses,0.8448,0.0469,0.0469,0.0072,0.0036,0.0,0.0253,0.0072,0.0181,0.4188,0.5812,,,,,,4,2
Pennsylvania Highlands Community College,0.8645,0.0465,0.0307,0.0089,0.0,0.0,0.0158,0.0,0.0336,0.3947,0.6053,,,,,,2,1
Nevada Career Institute,0.2165,0.2603,0.4304,0.018,0.0026,0.0284,0.0206,0.0,0.0232,0.1881,0.8119,,,,,,1,3
Phillips Theological Seminary,,,,,,,,,,,,,,,,,4,2
Empire Beauty School-Hanover Park,0.25,0.325,0.2,0.05,0.0,0.0,0.1,0.0,0.075,0.0,1.0,,,,,,1,3
Industrial Management Training Institute,0.6207,0.1034,0.2414,0.023,0.0115,0.0,0.0,0.0,0.0,0.9885,0.0115,,,,,,1,3
Allen School-Jamaica,0.025,0.4583,0.2667,0.0333,0.05,0.0,0.05,0.0,0.1167,0.05,0.95,,,,,,1,3
Premiere Career College,0.0395,0.0213,0.6596,0.2523,0.003,0.0061,0.0182,0.0,0.0,0.2796,0.7204,,,,,,1,3
The University of Texas MD Anderson Cancer Center,0.2593,0.0598,0.3333,0.2222,0.0,0.0,0.0199,0.0883,0.0171,0.2279,0.7721,,,,,,4,1
Paul Mitchell the School-Huntsville,0.66,0.2733,0.0333,0.0067,0.0,0.0,0.0267,0.0,0.0,0.0133,0.9867,,,,,,1,3
Estes Institute of Cosmetology Arts and Science,0.1509,0.0,0.7547,0.0,0.0377,0.0,0.0,0.0,0.0566,0.0377,0.9623,,,,,,1,3
Ventura Adult and Continuing Education,0.3505,0.0206,0.5773,0.0412,0.0103,0.0,0.0,0.0,0.0,0.3711,0.6289,,,,,,1,1
Lewis University,0.5862,0.0592,0.2228,0.0524,0.0012,0.0017,0.0216,0.0216,0.0335,0.4887,0.5113,,,,,,4,2
Stratford School for Aviation Maintenance Technicians,0.5857,0.1429,0.2286,0.0143,0.0,0.0,0.0286,0.0,0.0,0.9286,0.0714,,,,,,1,1
City College-Altamonte Springs,0.3564,0.4096,0.0691,0.0266,0.0,0.0106,0.1277,0.0,0.0,0.1915,0.8085,,,,,,2,2
Career Center of Southern Illinois,0.525,0.4,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.075,0.925,,,,,,1,1
Crave Beauty Academy,0.5508,0.2353,0.107,0.0321,0.0,0.0107,0.016,0.0,0.0481,0.0535,0.9465,,,,,,1,3
Hastings Beauty School,0.8182,0.0909,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0909,0.9091,,,,,,1,3
Kirksville Area Technical Center,0.9143,0.0,0.0571,0.0,0.0,0.0,0.0286,0.0,0.0,0.1429,0.8571,,,,,,1,1
South Central Career Center,0.9655,0.0,0.0172,0.0172,0.0,0.0,0.0,0.0,0.0,0.3793,0.6207,,,,,,1,1
Saline County Career Center,0.7917,0.1667,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.9583,,,,,,1,1
Warrensburg Area Career Center,0.75,0.0625,0.1563,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,1.0,,,,,,1,1
Cass Career Center,0.625,0.25,0.0,0.0,0.0,0.0417,0.0833,0.0,0.0,0.0417,0.9583,,,,,,1,1
Applied Technology Services,0.1469,0.8252,0.0,0.007,0.0,0.0,0.021,0.0,0.0,0.014,0.986,,,,,,1,1
Central College of Cosmetology,0.8571,0.1071,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1,3
Southeast Missouri Hospital College of Nursing and Health Sciences,0.9139,0.0464,0.0066,0.0066,0.0066,0.0,0.0199,0.0,0.0,0.1722,0.8278,,,,,,3,2
Messenger College,0.7391,0.0,0.1739,0.0,0.0,0.0,0.0435,0.0,0.0435,0.4348,0.5652,,,,,,3,2
Union County Vocational Technical School,0.5619,0.2,0.2,0.0,0.019,0.0,0.0,0.0,0.019,0.7524,0.2476,,,,,,1,1
Prism Career Institute-Philadelphia,0.0625,0.8125,0.0781,0.0313,0.0,0.0,0.0,0.0,0.0156,0.0781,0.9219,,,,,,1,3
Clinton Essex Warren Washington BOCES,0.9643,0.0,0.0179,0.0,0.0,0.0,0.0179,0.0,0.0,0.3393,0.6607,,,,,,1,1
Jefferson Lewis BOCES-Practical Nursing Program,0.7813,0.0625,0.0625,0.0,0.0625,0.0,0.0313,0.0,0.0,0.125,0.875,,,,,,1,1
Veeb Nassau County School of Practical Nursing,0.0632,0.7421,0.1053,0.0526,0.0,0.0,0.0,0.0,0.0368,0.1895,0.8105,,,,,,1,1
Cattaraugus Allegany BOCES-Practical Nursing Program,0.9474,0.0,0.0,0.0,0.0351,0.0,0.0175,0.0,0.0,0.0175,0.9825,,,,,,1,1
Orange Ulster BOCES-Practical Nursing Program,0.4795,0.2466,0.2329,0.0274,0.0,0.0,0.0137,0.0,0.0,0.1644,0.8356,,,,,,1,1
Wayne Finger Lakes BOCES-Practical Nursing Program,0.4423,0.4231,0.0337,0.0192,0.0,0.0,0.0769,0.0,0.0048,0.0625,0.9375,,,,,,1,1
Broome Delaware Tioga BOCES-Practical Nursing Program,0.9538,0.0308,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.9692,,,,,,1,1
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,0.9412,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.9706,,,,,,1,1
Albany BOCES-Adult Practical Nursing Program,0.3333,0.3765,0.0802,0.0247,0.0062,0.0,0.1173,0.037,0.0247,0.0864,0.9136,,,,,,1,1
Eastern Suffolk BOCES,0.3213,0.2771,0.2289,0.0201,0.004,0.0,0.1044,0.0,0.0442,0.1044,0.8956,,,,,,1,1
Rockland County BOCES-Practical Nursing Program,0.1356,0.5932,0.1017,0.0508,0.0,0.0,0.0169,0.0,0.1017,0.1864,0.8136,,,,,,1,1
New York College of Health Professions,0.2904,0.1171,0.185,0.281,0.0,0.0,0.0,0.0913,0.0351,0.2998,0.7002,,,,,,4,2
Charles Stuart School of Diamond Setting,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1,3
Penta County Joint Vocational School,0.5833,0.2292,0.0625,0.0,0.0,0.0,0.125,0.0,0.0,1.0,0.0,,,,,,1,1
Career and Technology Education Centers of Licking County,0.8927,0.0189,0.0631,0.0189,0.0,0.0,0.0032,0.0,0.0032,0.5237,0.4763,,,,,,1,1
Northern Career Institute,0.2418,0.6703,0.022,0.0,0.0,0.0,0.0549,0.0,0.011,0.1099,0.8901,,,,,,1,1
Washington County Career Center-Adult Technical Training,0.9303,0.0199,0.0,0.0149,0.005,0.0,0.0199,0.0,0.01,0.607,0.393,,,,,,1,1
Ohio Media School-Cincinnati,0.1073,0.8079,0.0056,0.0,0.0,0.0,0.0621,0.0,0.0169,0.5254,0.4746,,,,,,1,3
Vantage Career Center,0.8649,0.0676,0.0405,0.0,0.0,0.0,0.027,0.0,0.0,0.3784,0.6216,,,,,,1,1
Indian Capital Technology Center-Muskogee,0.3671,0.0484,0.0982,0.0102,0.4525,0.0,0.0045,0.0051,0.014,0.5539,0.4461,,,,,,1,1
Western Area Career & Technology Center,0.8611,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.9583,,,,,,1,1
Mid-America Technology Center,0.7776,0.0261,0.0862,0.01,0.1002,0.0,0.0,0.0,0.0,0.5792,0.4208,,,,,,1,1
Northeast Technology Center-Pryor,0.6649,0.0213,0.0266,0.0213,0.2181,0.0,0.0266,0.0,0.0213,0.4947,0.5053,,,,,,1,1
Eastern Oklahoma County Technology Center,0.7051,0.0641,0.0513,0.0128,0.0,0.0,0.1538,0.0,0.0128,0.8077,0.1923,,,,,,1,1
Wes Watkins Technology Center,0.5466,0.0324,0.0324,0.004,0.2065,0.004,0.1741,0.0,0.0,0.4656,0.5344,,,,,,1,1
Chester County Intermediate Unit,0.46,0.44,0.04,0.02,0.0,0.0,0.04,0.0,0.0,0.06,0.94,,,,,,1,1
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,0.9565,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.913,,,,,,1,1
Greater Johnstown Career and Technology Center,0.7268,0.2459,0.0219,0.0055,0.0,0.0,0.0,0.0,0.0,0.4044,0.5956,,,,,,1,1
Mifflin County Academy of Science and Technology,0.913,0.0217,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.9565,,,,,,1,1
Lenape Technical School Practical Nursing Program,0.8252,0.1119,0.0,0.007,0.0,0.0,0.028,0.0,0.028,0.0979,0.9021,,,,,,1,1
Venango County Area Vocational Technical School,0.9677,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806,0.9194,,,,,,1,1
Lancaster County Career and Technology Center,0.6156,0.1291,0.1111,0.036,0.003,0.0,0.1051,0.0,0.0,0.1952,0.8048,,,,,,2,1
Lebanon County Area Vocational Technical School,0.5026,0.3351,0.1309,0.0314,0.0,0.0,0.0,0.0,0.0,0.0419,0.9581,,,,,,1,1
Indiana County Technology Center,0.5714,0.2381,0.0119,0.1786,0.0,0.0,0.0,0.0,0.0,0.1548,0.8452,,,,,,1,1
Northern Tier Career Center,0.9118,0.0294,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0882,0.9118,,,,,,1,1
Hazleton Area Career Center,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0,1
All-State Career School-Pittsburgh,0.4338,0.4926,0.0147,0.0184,0.0,0.0,0.0294,0.0,0.011,0.9007,0.0993,,,,,,1,3
Quality Technical and Beauty College,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.8421,,,,,,1,3
D'Mart Institute,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4251,0.5749,,,,,,1,3
Automeca Technical College-Aguadilla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9612,0.0388,,,,,,1,3
North Central Institute,0.6883,0.1039,0.0779,0.026,0.0,0.0,0.0779,0.0,0.026,0.9481,0.0519,,,,,,2,3
Pipo Academy of Hair Design,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,,,,,,1,3
Tint School of Makeup and Cosmetology-Dallas,0.1012,0.6488,0.2024,0.006,0.0,0.0,0.0,0.0238,0.0179,0.006,0.994,,,,,,1,3
United Technical Center,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724,0.8276,,,,,,1,1
Charles H McCann Technical School,0.8182,0.0227,0.0682,0.0,0.0,0.0,0.0909,0.0,0.0,0.0682,0.9318,,,,,,1,1
Central California School of Continuing Education,0.4521,0.0,0.5319,0.016,0.0,0.0,0.0,0.0,0.0,0.1223,0.8777,,,,,,1,3
Mercy Hospital School of Practical Nursing-Plantation General Hospital,0.0685,0.1096,0.7671,0.0,0.0,0.0,0.0411,0.0,0.0137,0.3014,0.6986,,,,,,1,3
Marion Technical College,0.7947,0.1068,0.0238,0.0103,0.0045,0.0,0.0315,0.0,0.0283,0.4344,0.5656,,,,,,2,1
Rivertown School of Beauty Barber Skin Care and Nails,0.1509,0.7799,0.0566,0.0,0.0,0.0,0.0,0.0,0.0126,0.3019,0.6981,,,,,,1,3
Atlanta Institute of Music and Media,0.3084,0.4907,0.0794,0.028,0.0,0.0,0.0654,0.0,0.028,0.7991,0.2009,,,,,,2,3
